fund_symbol,fund_category,investment_type,size_type,incept_year,vol_3mth,net_assets,pb_ratio,pe_ratio,fund_return,alpha_3yr,beta_3yr,ann_ret_3yr,std_3yr,sharpe_3yr,treynor_3yr
RNLC,"Large Blend",Blend,Large,2017,2308,28950998,3.85,24.7,0.18,-3.16,1.06,1.4,20.03,0.78,13.84
RNMC,"Mid-Cap Blend",Value,Medium,2017,2672,18806884,2.69,20.13,0.19,-9.31,1.26,1.19,24.92,0.52,8.31
RNRG,Utilities,Blend,Medium,2015,46969,131166288,2.3,24.81,-0.1,3.6,0.78,1.32,18.57,0.78,17.66
RNSC,"Small Blend",Value,Small,2017,4451,10222069,2.12,17.27,0.22,-9.62,1.26,1.16,25.86,0.49,7.8
ROAM,"Diversified Emerging Mkts",Value,Large,2015,2175,43490088,1.41,11.81,0.12,-1.37,0.99,0.76,19.04,0.41,6.34
ROBT,Technology,Growth,Medium,2018,20611,244398704,4.22,32.56,0.08,4.94,1.28,2.01,25.31,0.9,17.17
RODE,"Foreign Large Value",Value,Large,2017,267,5801187,1.4,12.12,0.11,-2.69,0.92,0.59,16.75,0.35,5.02
RODM,"Foreign Large Blend",Value,Large,2015,230816,1957379968,1.57,15.56,0.11,-2.84,0.91,0.57,16.62,0.34,4.84
ROKT,Industrials,Blend,Medium,2018,2893,22509124,3.42,27.26,0.11,NULL,NULL,NULL,NULL,NULL,NULL
ROM,"Trading--Leveraged Equity",Growth,Large,2007,75090,899778048,NULL,NULL,0.34,13.99,2.23,4.56,44.47,1.2,24.36
ROMO,"Allocation--70% to 85% Equity",Blend,Large,2019,3146,44372292,3.07,24.31,0.11,NULL,NULL,NULL,NULL,NULL,NULL
ROOF,"Real Estate",Value,Small,2011,8090,55924336,1.38,12.39,0.23,-10.9,1.33,0.75,28.54,0.27,2.65
ROSC,"Small Value",Value,Small,2015,5458,25563868,2.12,13.25,0.25,-8.46,1.11,1.04,22.88,0.49,8.15
ROUS,"Large Value",Blend,Large,2015,29250,392544352,4.06,21.92,0.15,-6.6,0.99,1.02,18.83,0.58,9.79
RPAR,"Allocation--30% to 50% Equity",Blend,Large,2019,148038,1318786944,2.13,22.85,0.03,NULL,NULL,NULL,NULL,NULL,NULL
RSX,"Miscellaneous Region",Value,Large,2007,4251396,1912220288,1.35,10.63,0.2,5.65,1.3,1.58,25.92,0.68,11.96
RSXJ,"Miscellaneous Region",Value,Small,2011,6676,30612008,1.21,10.68,0.02,-4.91,1.35,0.74,27.01,0.28,2.92
RTM,"Natural Resources",Value,Medium,2006,13534,595220800,3.16,24.93,0.19,0.97,1.18,1.57,23.25,0.75,13.67
RUSL,"Trading--Leveraged Equity",Value,Large,2011,48792,65718376,1.35,10.63,0.4,-28.7,3.11,2.3,74.86,0.35,-3.6
RWGV,"Large Growth",Growth,Large,2019,4282,17307732,13.05,36.46,0.1,NULL,NULL,NULL,NULL,NULL,NULL
RWJ,"Small Value",Value,Small,2008,41052,711665600,1.69,12.43,0.49,-4.1,1.51,1.99,34.96,0.65,12.1
RWK,"Mid-Cap Value",Value,Small,2008,16806,409437120,2.31,17.5,0.25,-9.45,1.48,1.5,29.54,0.57,8.96
RWL,"Large Value",Value,Large,2008,24250,1076082048,2.95,20.23,0.19,-3.31,1.05,1.38,20.09,0.76,13.64
RWO,"Global Real Estate",Blend,Medium,2008,122868,1689409920,1.69,27.71,0.17,-6.5,0.94,0.66,19.82,0.34,5.14
RWVG,"Large Value",Value,Large,2019,6127,37514560,2.55,19.64,0.18,NULL,NULL,NULL,NULL,NULL,NULL
RWX,"Global Real Estate",Blend,Medium,2006,139928,923759872,1.09,17.16,0.09,-9.02,0.96,0.47,20.12,0.22,2.42
RXL,"Trading--Leveraged Equity",Blend,Large,2007,12833,223605360,NULL,NULL,0.23,1.66,1.54,2.52,33.43,0.87,17.26
RYE,"Equity Energy",Value,Medium,2006,140571,206910992,2.02,NULL,0.47,-30.28,2.41,0.4,50.12,0.07,-3.66
RYF,Financial,Value,Large,2006,50614,440200448,1.55,15.03,0.26,-2.19,1.29,1.43,25.59,0.62,10.5
RYH,Health,Blend,Large,2006,12241,860428416,4.13,22,0.12,4.72,0.85,1.49,17.77,0.94,19.29
RYJ,"Mid-Cap Blend",Blend,Medium,2006,1849,141052496,2.31,17.56,0.21,-13.6,1.53,1.23,30.76,0.44,5.92
RYT,Technology,Growth,Large,2006,29215,2705624320,6.61,35.05,0.15,6.3,1.16,1.99,21.88,1.03,19.39
RYU,Utilities,Value,Medium,2006,14615,202199712,2.17,21.24,0.05,3.51,0.41,0.88,15.37,0.6,20.76
SAA,"Trading--Leveraged Equity",Blend,Small,2007,5741,46242824,NULL,NULL,0.48,-20.41,2.53,2.13,52.05,0.47,4.07
SBIO,Health,Growth,Small,2014,12262,232672160,4.31,NULL,-0.05,-3.06,1.16,1.2,29.48,0.45,8.16
SCHA,"Small Blend",Blend,Small,2009,438068,16508028928,2.62,18.73,0.18,-7.77,1.3,1.37,25.98,0.58,9.73
SCHB,"Large Blend",Blend,Large,2009,518685,21436985344,4.17,25.57,0.15,-0.62,1.05,1.59,19.43,0.92,16.71
SCHC,"Foreign Small/Mid Blend",Blend,Medium,2010,225271,3617085952,1.54,16.76,0.11,-2.76,1.21,0.81,21.83,0.39,5.26
SCHD,"Large Value",Value,Large,2011,1831423,26004670464,4.05,19.24,0.2,1.14,0.97,1.62,18.89,0.96,18.65
SCHE,"Diversified Emerging Mkts",Blend,Large,2010,1308426,9802682368,2.09,16.34,0.08,2.48,0.95,1.04,18.24,0.62,10.76
SCHF,"Foreign Large Blend",Blend,Large,2009,2905725,26988734464,1.8,19.56,0.1,-0.3,1.02,0.87,18.13,0.5,7.79
SCHG,"Large Growth",Growth,Large,2009,358477,15159136256,9.81,36.82,0.14,5.48,1.02,2.07,19.7,1.19,23.74
SCHH,"Real Estate",Blend,Medium,2011,806963,5925398528,2.98,41.72,0.21,-5.83,0.89,0.66,19.69,0.34,5.44
SCHK,"Large Blend",Blend,Large,2017,200004,1914563200,4.41,26.17,0.15,-0.18,1.03,1.6,19.07,0.94,17.21
SCHM,"Mid-Cap Blend",Blend,Medium,2011,277904,9683440640,3.04,21.67,0.15,-6.61,1.22,1.35,23.77,0.63,10.65
SCHV,"Large Value",Value,Large,2009,357873,9565440000,2.98,20.7,0.16,-5.53,1,1.12,19.33,0.63,10.97
SCHX,"Large Blend",Blend,Large,2009,771865,30887094272,4.44,26.29,0.15,0.18,1.02,1.62,18.93,0.96,17.64
SDEM,"Diversified Emerging Mkts",Value,Large,2015,128179,65253208,0.91,7.1,0.08,-8.16,1.15,0.31,22.22,0.11,0.03
SDGA,"Large Value",Blend,Large,2018,672,5455471,2.64,21.16,0.09,NULL,NULL,NULL,NULL,NULL,NULL
SDOG,"Large Value",Value,Medium,2012,32890,1213589632,2.44,20.17,0.21,-9.15,1.15,1.04,23.15,0.48,7.78
SECT,"Large Blend",Blend,Large,2017,63085,906380032,3.24,21.66,0.18,-3.01,1.03,1.37,19.4,0.78,13.95
SENT,"Large Growth",Growth,Medium,2021,6737,69906736,5.3,26.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SFYF,"Large Growth",Growth,Large,2019,8425,25980112,6.86,36.18,0.44,NULL,NULL,NULL,NULL,NULL,NULL
SGDJ,"Equity Precious Metals",Growth,Small,2015,27183,126882928,1.9,9.67,-0.1,3.84,1.2,1.83,39.95,0.52,11.94
SGDM,"Equity Precious Metals",Blend,Medium,2014,25937,240646528,1.65,14.49,-0.07,7.58,0.79,1.66,38.96,0.48,16.15
SHE,"Large Blend",Growth,Large,2016,10451,243685344,4.27,30.34,0.14,-2.79,1.04,1.41,19.85,0.78,14.18
SHUS,"Large Blend",Blend,Large,2021,303,44083192,3.15,23.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SHYG,"High Yield Bond",Growth,Small,2013,930137,5302772224,1.64,NULL,0.04,2.54,0.37,0.44,7.7,0.52,10.41
SIL,"Equity Precious Metals",Blend,Medium,2010,307371,1380757120,2.37,21.71,-0.06,6.12,1.02,1.8,38.6,0.53,14.44
SILJ,"Equity Precious Metals",Growth,Small,2012,1152098,954532224,1.7,21.59,-0.07,0.02,1.66,2.05,50.03,0.47,7.6
SIMS,Infrastructure,Blend,Medium,2017,9829,53011952,3.4,30.87,0.14,0.67,1.38,1.77,25.94,0.77,13.2
SIXA,"Large Value",Value,Large,2020,2400,152588304,4.03,23.37,0.15,NULL,NULL,NULL,NULL,NULL,NULL
SIXH,"Large Value",Value,Large,2020,5024,238810624,4.05,23.5,0.14,NULL,NULL,NULL,NULL,NULL,NULL
SIXL,"Mid-Cap Blend",Blend,Medium,2020,5525,129668328,3.31,23.71,0.13,NULL,NULL,NULL,NULL,NULL,NULL
SIXS,"Small Blend",Value,Small,2020,1025,57274948,1.88,12.37,0.29,NULL,NULL,NULL,NULL,NULL,NULL
SJNK,"High Yield Bond",Value,Small,2012,3750254,5123743232,NULL,NULL,0.04,3.15,0.41,0.5,8.24,0.58,11.28
SKYU,"Trading--Inverse Equity",Growth,Large,2021,1693,2285337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SKYY,Technology,Growth,Large,2011,280128,6326709760,6.86,33.74,0.12,10.43,1.03,2.18,22.3,1.11,24.58
SLT,"Large Blend",Blend,Medium,2018,341,11670360,2.99,19.92,0.17,-2.71,1.49,2.08,30.35,0.78,14.22
SLVP,"Equity Precious Metals",Blend,Medium,2012,132112,322208672,1.87,21.8,-0.09,6.39,1.23,2.07,44.77,0.53,12.98
SLX,"Natural Resources",Value,Large,2006,82085,218428192,1.64,11.31,0.39,-3.58,1.57,1.64,33.64,0.55,8.79
SLY,"Small Blend",Blend,Small,2005,60098,1824712960,2.19,17.52,0.24,-8.84,1.28,1.25,25.97,0.53,8.6
SLYG,"Small Growth",Blend,Small,2000,89215,2292768000,3.46,21.24,0.17,-7.09,1.2,1.27,24.23,0.58,9.91
SMCP,"Small Growth",Blend,Small,2015,800,26778500,1.99,16.29,0.2,-11.55,1.11,0.78,22.79,0.35,5.11
SMDV,"Small Blend",Value,Small,2015,47432,884033280,1.89,18.07,0.12,-7.93,0.79,0.61,17.89,0.34,5.91
SMH,Technology,Growth,Large,2011,3470350,5796586496,7.79,32.94,0.2,17.54,1.23,3,24.66,1.41,30.34
SMLV,"Small Blend",Value,Small,2013,3098,220777600,1.88,17.73,0.19,-9.84,1.13,0.95,23.86,0.43,6.74
SMMV,"Small Blend",Blend,Small,2016,65648,872572864,2.73,20.42,0.13,-6.81,0.88,0.83,17.91,0.49,8.45
SMOG,"Miscellaneous Sector",Growth,Large,2007,6223,311291360,3.95,32.49,-0.03,17.8,1.44,3.27,31.09,1.22,27.45
SNPE,"Large Blend",Blend,Large,2019,127822,633236224,4.68,27.55,0.16,NULL,NULL,NULL,NULL,NULL,NULL
SNSR,Technology,Blend,Medium,2016,65295,450874944,4.41,34.79,0.12,5.46,1.26,2.03,24.33,0.95,17.87
SOXL,"Trading--Leveraged Equity",Growth,Large,2010,14050446,4625718272,7.19,30.89,0.43,19.27,3.78,7.28,79.9,1.08,17.85
SOXQ,Technology,Growth,Large,2021,30403,60674888,7.19,30.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SPDV,"Large Value",Value,Medium,2017,7598,40877492,2.4,19.26,0.25,-10.18,1.13,0.92,23.07,0.42,6.55
SPDW,"Foreign Large Blend",Blend,Large,2007,1717736,11477851136,1.78,19.36,0.11,-0.21,1.02,0.88,18.22,0.51,7.87
SPEM,"Diversified Emerging Mkts",Blend,Large,2007,1400938,6402826752,1.98,16.16,0.09,2.47,0.95,1.05,18.23,0.62,10.74
SPEU,"Europe Stock",Blend,Large,2002,146111,333661952,2.03,21.08,0.13,0.92,1.06,1,19.29,0.56,8.92
SPGP,"Large Growth",Blend,Large,2011,71338,550037376,4.58,17.88,0.22,-0.16,1.2,1.86,23.28,0.9,16.85
SPHB,"Large Blend",Value,Medium,2011,578058,2054004096,2.39,22.41,0.34,-3.4,1.61,2.2,33.05,0.76,13.57
SPHD,"Large Value",Value,Large,2012,499487,3078020352,2.44,22.52,0.2,-9.57,0.99,0.76,20.64,0.38,6.05
SPHQ,"Large Blend",Blend,Large,2005,619687,2947303936,4.56,24.34,0.16,1.92,0.92,1.62,17.43,1.04,19.86
SPHY,"High Yield Bond",Value,Large,2012,212546,408065536,7.36,59.99,0.04,3.85,0.7,0.66,9.19,0.73,9.28
SPLG,"Large Blend",Blend,Large,2005,2503284,10719246336,4.42,26.45,0.15,-0.06,1.01,1.58,18.64,0.95,17.37
SPMD,"Mid-Cap Blend",Blend,Medium,2005,951400,4711515648,2.74,21.9,0.18,-8.16,1.22,1.23,23.91,0.56,9.22
SPMO,"Large Growth",Growth,Large,2015,13637,85921744,10.91,36.59,0.12,2.03,0.87,1.55,17.51,0.99,19.94
SPMV,"Large Blend",Blend,Large,2017,1659,24200488,4.7,24.74,0.11,-1.96,0.87,1.22,16.53,0.81,14.86
SPQQ,"Large Blend",Growth,Large,2020,198,1616235,6.07,29.09,0.08,NULL,NULL,NULL,NULL,NULL,NULL
SPSM,"Small Blend",Blend,Small,2013,446245,4171122688,2.2,17.53,0.23,-8.42,1.28,1.28,25.92,0.54,8.97
SPTM,"Large Blend",Blend,Large,2000,336244,5182680576,4.15,25.83,0.16,-0.89,1.03,1.55,19.07,0.9,16.41
SPUU,"Trading--Leveraged Equity",Blend,Large,2014,18040,32451020,4.43,26.5,0.31,-3.42,2.06,2.86,38.29,0.86,14.17
SPVM,"Large Value",Value,Medium,2011,2769,39042672,1.81,14.57,0.21,-7.81,1.17,1.18,23.62,0.55,9.08
SPVU,"Large Value",Value,Large,2015,21588,133720872,1.53,13.23,0.26,-10.4,1.31,1.17,27.24,0.47,7.28
SPXE,"Large Blend",Blend,Large,2015,730,25532766,4.61,26.43,0.15,1.3,0.97,1.64,17.94,1.02,19.04
SPXN,"Large Blend",Blend,Large,2015,312,7692183,5.75,30.33,0.14,0.81,0.98,1.61,18.16,0.99,18.43
SPXT,"Large Blend",Blend,Large,2015,946,7396839,3.59,24.14,0.16,-3.09,0.98,1.29,18.33,0.78,13.78
SPXV,"Large Blend",Blend,Large,2015,100,4060262,4.35,26.37,0.16,-0.69,1.04,1.59,19.4,0.92,16.63
SPY,"Large Blend",Blend,Large,1993,76940463,374031319040,4.42,26.45,0.15,-0.09,1,1.57,18.49,0.95,17.35
SPYX,"Large Blend",Blend,Large,2015,32725,1151342080,4.56,26.43,0.15,0.77,0.99,1.62,18.28,0.99,18.37
SQLV,"Small Blend",Value,Small,2017,1201,17103104,1.53,10.94,0.29,-11.12,1.33,1.14,27.68,0.45,6.77
SRET,"Real Estate",Value,Small,2015,306282,510044160,1.2,6.74,0.14,-20.79,1.55,0.19,35.32,0.03,-4.78
SRVR,"Real Estate",Growth,Large,2018,169783,1190186624,5.89,55.46,0.13,8.92,0.52,1.46,15.24,1.07,31.34
SSLY,"Small Blend",Blend,Small,2020,296,22979748,2.05,16.42,0.25,NULL,NULL,NULL,NULL,NULL,NULL
SSO,"Trading--Leveraged Equity",Blend,Large,2006,2840979,4189643776,NULL,NULL,0.31,-4.08,2.06,2.81,38.35,0.84,13.76
SSUS,"Large Blend",Blend,Large,2020,50382,255117536,4.16,26.15,0.15,NULL,NULL,NULL,NULL,NULL,NULL
STNC,"Large Blend",Blend,Medium,2021,1212,35000340,6.46,30.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SUSL,"Large Blend",Blend,Large,2019,86237,3599515648,5.47,28.21,0.16,NULL,NULL,NULL,NULL,NULL,NULL
SXQG,"Large Growth",Growth,Large,2021,6111,9556987,9.91,30.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SYLD,"Mid-Cap Value",Value,Medium,2013,33464,323082656,1.81,12.6,0.45,-1.28,1.38,2.04,29.82,0.78,14.96
SYUS,"Large Blend",Blend,Medium,2021,87,16047651,3.05,22.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TAAG,"Large Blend",Blend,Medium,2020,3847,7075856,4.69,27.93,0.06,NULL,NULL,NULL,NULL,NULL,NULL
TADS,"Large Blend",Value,Medium,2020,4469,34652648,3.05,21.64,0.13,NULL,NULL,NULL,NULL,NULL,NULL
TAN,"Miscellaneous Sector",Growth,Medium,2008,1475519,3568165888,3.36,32.73,-0.13,33.38,1.45,4.58,42.54,1.26,38.72
TDIV,Technology,Value,Large,2012,46129,1621100160,4.66,24.67,0.17,4.98,1,1.69,18.92,1.01,18.9
TDV,Technology,Blend,Large,2019,6745,98840800,5.66,30.98,0.13,NULL,NULL,NULL,NULL,NULL,NULL
TECL,"Trading--Leveraged Equity",Growth,Large,2008,1377169,2530157312,10.88,34.4,0.37,11.08,3.42,6.07,68.33,1.05,17.64
TEGS,"Allocation--70% to 85% Equity",Growth,Medium,2020,6285,16219594,5.33,32.65,0.12,NULL,NULL,NULL,NULL,NULL,NULL
TENG,"Trading--Leveraged Equity",Blend,Large,2021,1551,5180955,3.76,29.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TERM,"Large Value",Value,Large,2017,467,12065875,2.96,23.2,0.21,-13.09,0.87,0.3,20.68,0.11,0.22
TFIV,"World Allocation",Value,Medium,2018,1935,6353615,1.43,9.52,0.06,NULL,NULL,NULL,NULL,NULL,NULL
TFLT,"Multisector Bond",Value,Medium,2018,514,5958534,0.98,6.15,-0.01,NULL,NULL,NULL,NULL,NULL,NULL
THCX,"Miscellaneous Sector",Growth,Small,2019,61793,151501392,2.51,NULL,0.37,NULL,NULL,NULL,NULL,NULL,NULL
THNQ,Technology,Growth,Large,2020,4887,38770868,8.36,36.58,0.08,NULL,NULL,NULL,NULL,NULL,NULL
THY,"High Yield Bond",Value,Small,2020,8079,36125052,2.87,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL
TILT,"Large Blend",Blend,Large,2011,15604,1728341760,3.13,21.04,0.18,-3.96,1.15,1.47,21.73,0.76,13.21
TLTD,"Foreign Large Value",Blend,Large,2012,23893,638310080,1.39,15.74,0.12,-3.21,1.11,0.7,20,0.36,4.82
TLTE,"Diversified Emerging Mkts",Value,Large,2012,10558,344381504,1.33,12.03,0.13,-0.49,1.08,0.9,20.04,0.48,7.34
TMDV,"Mid-Cap Value",Value,Medium,2019,1745,27552742,3.09,22.06,0.14,NULL,NULL,NULL,NULL,NULL,NULL
TMFC,"Large Growth",Growth,Large,2018,40483,480308960,7.94,31.48,0.12,6.12,1,2.09,19.59,1.22,24.59
TNA,"Trading--Leveraged Equity",Blend,Small,2008,9713798,1708772608,2.56,NULL,0.48,-27.14,3.76,3.39,77.16,0.51,1.35
TOKE,"Miscellaneous Sector",Blend,Small,2019,16527,37123164,2.71,NULL,0.26,NULL,NULL,NULL,NULL,NULL,NULL
TOLZ,Infrastructure,Value,Large,2014,17727,122921752,2.32,22.93,0.15,-4.58,0.83,0.7,17.61,0.4,6.92
TPAY,Technology,Growth,Large,2019,1662,13990530,4.99,36.14,0.04,NULL,NULL,NULL,NULL,NULL,NULL
TPHD,"Mid-Cap Value",Value,Medium,2019,22685,138675920,3.02,19.27,0.16,NULL,NULL,NULL,NULL,NULL,NULL
TPIF,"Foreign Large Blend",Blend,Large,2019,10716,88259024,1.77,19.23,0.09,NULL,NULL,NULL,NULL,NULL,NULL
TPLC,"Mid-Cap Blend",Blend,Medium,2019,28088,193594176,4.01,25.01,0.13,NULL,NULL,NULL,NULL,NULL,NULL
TPOR,"Trading--Leveraged Equity",Value,Medium,2017,122959,102632088,4.58,25.84,0.61,-22.08,3.74,3.79,77.94,0.57,2.88
TPSC,"Small Blend",Blend,Small,2019,3661,51578060,1.97,15.97,0.21,NULL,NULL,NULL,NULL,NULL,NULL
TPYP,"Energy Limited Partnership",Value,Medium,2015,75785,496190176,2.01,18.96,0.33,-12.11,1.41,0.74,29.9,0.26,2.17
TQQQ,"Trading--Leveraged Equity",Growth,Large,2010,41453804,12406411264,NULL,NULL,0.35,10.46,3.34,5.91,65.51,1.06,18.38
TRND,"Large Blend",Blend,Large,2019,7008,51573800,3.02,23.98,0.08,NULL,NULL,NULL,NULL,NULL,NULL
TRTY,"Tactical Allocation",Value,Medium,2018,5370,45831192,1.61,12.14,0.14,NULL,NULL,NULL,NULL,NULL,NULL
TSJA,"Large Blend",Blend,Large,2020,4064,31934502,4.25,26.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TSOC,"Large Blend",Blend,Large,2020,7400,25855800,3.96,25.2,0.08,NULL,NULL,NULL,NULL,NULL,NULL
TSPA,"Large Blend",Blend,Large,2021,2830,16138502,4.2,27.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TTAC,"Large Growth",Blend,Large,2016,14046,197868560,6.32,24.67,0.15,-3.51,1.04,1.34,19.64,0.76,13.4
TTAI,"Foreign Large Growth",Growth,Large,2017,16458,58025496,4,21.47,0.12,2.3,0.99,1.06,17.99,0.64,10.6
TUR,"Miscellaneous Region",Value,Small,2008,422619,247475216,1,7.08,-0.18,-15.03,1.32,-0.12,40.41,-0.07,-7.83
TUSA,"Mid-Cap Blend",Value,Medium,2006,975,21593100,2.4,16.64,0.18,-8.15,1.27,1.3,24.73,0.58,9.46
UAE,"Miscellaneous Region",Value,Medium,2014,16500,20966724,1.15,14.62,0.24,-5.05,0.9,0.38,23.18,0.14,0.57
UBOT,"Trading--Leveraged Equity",Growth,Large,2018,13185,46999344,4.14,47.48,0.08,-20.76,3.4,3.39,72.64,0.54,3.51
UCC,"Trading--Leveraged Equity",Growth,Large,2007,2590,32970542,NULL,NULL,0.17,-5.25,2.23,2.95,42.53,0.8,12.95
UCYB,"Trading--Leveraged Equity",Growth,Medium,2021,3358,3103947,7.77,28.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UDOW,"Trading--Leveraged Equity",Blend,Large,2010,3726496,1056142656,NULL,NULL,0.43,-17.42,3.1,3.22,59.96,0.62,6.24
UEVM,"Diversified Emerging Mkts",Value,Large,2017,2935,265590816,0.84,8.54,0.15,-2.53,1,0.67,19.06,0.36,5.18
UGE,"Trading--Leveraged Equity",Blend,Large,2007,1496,13841064,NULL,NULL,0.12,-1.12,1.93,2.85,38.55,0.86,15.19
UIVM,"Foreign Large Value",Value,Large,2017,2214,357380448,1.09,15.37,0.11,-5.19,1,0.44,17.94,0.23,2.54
ULVM,"Large Value",Value,Medium,2017,6561,443213376,2.41,18.29,0.2,-8.26,1.08,1.01,20.93,0.52,8.45
UMAR,"Large Blend",Blend,Large,2020,4224,38556700,4.42,26.45,0.05,NULL,NULL,NULL,NULL,NULL,NULL
UMAY,"Large Blend",Blend,Large,2020,3419,45352236,4.42,26.45,0.02,NULL,NULL,NULL,NULL,NULL,NULL
UMDD,"Trading--Leveraged Equity",Blend,Medium,2010,22000,58786488,NULL,NULL,0.52,-26.24,3.63,3.27,71.57,0.53,2.21
UPRO,"Trading--Leveraged Equity",Blend,Large,2009,5753752,2496717824,NULL,NULL,0.48,-8.2,3.16,4.08,58.9,0.81,10.66
UPW,"Trading--Leveraged Equity",Value,Medium,2007,7680,13122245,NULL,NULL,0.03,-2.76,0.88,1.17,31.8,0.4,9.1
URA,"Natural Resources",Blend,Medium,2010,2404060,736381824,2.11,NULL,0.38,4.71,1.18,1.88,31.65,0.67,15.54
URE,"Trading--Leveraged Equity",Blend,Medium,2007,8130,122136368,NULL,NULL,0.42,-11.27,1.66,1.61,38.06,0.48,6.29
URNM,"Natural Resources",Blend,Small,2019,501851,389221504,2.72,NULL,0.46,NULL,NULL,NULL,NULL,NULL,NULL
URTY,"Trading--Leveraged Equity",Blend,Small,2010,524977,396520160,NULL,NULL,0.48,-26.75,3.76,3.42,77.26,0.52,1.43
